1,53.44532,-2.22521
2,53.44533,-2.22524
3,53.44534,-2.22524
4,53.44533,-2.22526
5,53.44531,-2.22524
6,53.4453,-2.2252
7,53.4453,-2.22517
8,53.4453,-2.22514
9,53.4453,-2.22518
10,53.4453,-2.22517
11,53.4453,-2.22519
12,53.4453,-2.22521
13,53.4453,-2.2252
14,53.44531,-2.2252
15,53.44532,-2.22521
16,53.44531,-2.2252
17,53.44532,-2.2252
18,53.44533,-2.22519
19,53.44534,-2.22519
20,53.44534,-2.22519
21,53.44535,-2.2252
22,53.44534,-2.22521
23,53.44534,-2.22521
24,53.44534,-2.22522
25,53.44535,-2.22525
26,53.44535,-2.22525
27,53.44535,-2.22526
28,53.44535,-2.22531
29,53.44534,-2.22532
30,53.44534,-2.22533
31,53.44535,-2.22534
32,53.44534,-2.22535
33,53.44533,-2.22536
34,53.44533,-2.22537
35,53.44533,-2.22537
36,53.44533,-2.22537
37,53.44533,-2.22537
38,53.44533,-2.22537
39,53.44534,-2.22539
40,53.44535,-2.22541
41,53.44535,-2.22543
42,53.44535,-2.22543
43,53.44535,-2.22543
44,53.44535,-2.22543
45,53.44535,-2.22544
46,53.44535,-2.22544
47,53.44535,-2.22544
48,53.44535,-2.22544
49,53.44535,-2.22545
50,53.44535,-2.22545
51,53.44535,-2.22545
52,53.44535,-2.22545
53,53.44535,-2.22546
54,53.44533,-2.22549
55,53.44532,-2.2255
56,53.44533,-2.22553
57,53.44532,-2.2257
58,53.44532,-2.22571
59,53.44531,-2.22569
60,53.44531,-2.22564
61,53.44532,-2.22557
62,53.44533,-2.22553
63,53.44535,-2.22555
64,53.44536,-2.2256
65,53.44538,-2.22564
66,53.44538,-2.22567
67,53.44539,-2.22567
68,53.44539,-2.22569
69,53.44539,-2.2257
70,53.44541,-2.22573
71,53.44542,-2.22575
72,53.44542,-2.22576
73,53.44542,-2.22577
74,53.44543,-2.22578
75,53.44543,-2.22579
76,53.44544,-2.22581
77,53.44543,-2.22582
78,53.44543,-2.22584
79,53.44543,-2.22583
80,53.44542,-2.2258
81,53.44541,-2.22575
82,53.44538,-2.22566
83,53.44535,-2.22557
84,53.44531,-2.22549
85,53.44532,-2.2255
86,53.44533,-2.22554
87,53.44535,-2.22557
88,53.44537,-2.22564
89,53.44539,-2.22569
90,53.44541,-2.22569
91,53.44542,-2.22572
92,53.44543,-2.22574
93,53.44543,-2.22575
94,53.44543,-2.22576
95,53.44543,-2.22576
96,53.44543,-2.22577
97,53.44543,-2.22578
98,53.44545,-2.22579
99,53.44548,-2.22583
100,53.44549,-2.22584
101,53.44549,-2.22584
102,53.44549,-2.22584
103,53.44549,-2.22584
104,53.44549,-2.22584
105,53.44549,-2.22584
106,53.44549,-2.22584
107,53.44549,-2.22584
108,53.4455,-2.22583
109,53.4455,-2.22583
110,53.4455,-2.22583
111,53.44551,-2.22583
112,53.44551,-2.22583
113,53.44551,-2.22583
114,53.44551,-2.22583
115,53.44551,-2.22583
116,53.44551,-2.22583
117,53.44551,-2.22582
118,53.44552,-2.22582
119,53.44551,-2.22582
120,53.44551,-2.22582
121,53.44552,-2.22582
122,53.44552,-2.22582
123,53.44552,-2.22583
124,53.44552,-2.22583
125,53.44552,-2.22583
126,53.44552,-2.22583
127,53.44552,-2.22583
128,53.44552,-2.22583
129,53.44552,-2.22583
130,53.44552,-2.22583
131,53.44552,-2.22583
132,53.44552,-2.22583
133,53.44552,-2.22583
134,53.44553,-2.22583
135,53.44553,-2.22583
136,53.44553,-2.22583
137,53.44551,-2.22583
138,53.44551,-2.22584
139,53.44551,-2.22584
140,53.4455,-2.22585
141,53.4455,-2.22586
142,53.4455,-2.22586
143,53.4455,-2.22586
144,53.4455,-2.22586
145,53.4455,-2.22587
146,53.44549,-2.22586
147,53.4455,-2.22587
148,53.4455,-2.22588
149,53.44549,-2.22587
150,53.44549,-2.22588
151,53.44549,-2.22588
152,53.44547,-2.2259
153,53.44548,-2.22588
154,53.44548,-2.22584
155,53.44548,-2.22578
156,53.44548,-2.22569
157,53.44548,-2.22562
158,53.44549,-2.22557
159,53.4455,-2.22551
160,53.4455,-2.22544
161,53.44551,-2.22535
162,53.44551,-2.22531
163,53.4455,-2.22526
164,53.4455,-2.22521
165,53.44549,-2.22519
166,53.44548,-2.22514
