1691313335,26,1691313335,53.44556,-2.22500,0.00,1,0.06,3.87,3.87,16311,-104,0,37,0,0, ,0,80.0, **** Starting v 3.90: route [5] 
1691313695,29,1691313695,53.44564,-2.22494,0.00,1,0.07,3.94,3.94,16311,-114,0,37,0,0, ,0,84.3, **** Starting v 3.90: route [5] 
1691313700,34,1691313700,53.44564,-2.22495,0.00,1,0.01,3.94,3.62,15631,-112,0,37,0,0,B,0,87.1,+ **** Watchdog disabled Nav B0 To B0, 224, 53m Steer  224    60000 
1691313705,39,1691313705,53.44564,-2.22495,0.00,1,0.03,3.94,3.62,15583,177,0,41,0,0,B,0,85.7,+
1691313710,44,1691313710,53.44564,-2.22493,0.00,1,0.09,3.95,3.62,15911,-174,0,38,0,0,B,0,87.1,+ **** Sat logged 
1691313716,49,1691313716,53.44564,-2.22495,0.00,1,0.07,4.01,3.62,15911,10,0,35,0,0,B,0,84.3,+
1691313721,54,1691313721,53.44563,-2.22497,0.00,1,0.07,4.01,3.74,15911,-24,0,35,0,0,B,0,88.6,+
1691313726,60,1691313726,53.44562,-2.22497,0.00,1,0.02,4.01,3.83,15911,-9,0,7,0,0,B,0,87.1,:224   7  20
1691313731,65,1691313731,53.44562,-2.22497,0.00,1,0.05,4.01,3.83,15911,-10,0,30,0,0,B,0,81.4,+
1691313736,70,1691313736,53.44561,-2.22498,0.00,1,0.17,4.00,3.83,15911,-176,0,80,0,0,B,0,81.4,+
1691313741,75,1691313741,53.44561,-2.22501,0.00,1,0.30,3.95,3.82,15911,53,0,167,0,0,B,0,80.0,:224 167  -4
1691313743,80,1691313743,53.44561,-2.22501,3.18,1,0.25,3.94,3.80,15911,10,0,207,0,0,B,1,82.9,:246 207 -20 **** Abandon: 206|249|199 To B0, 223, 47m Steer  246    55230 
1691313752,85,1691313752,53.44559,-2.22508,3.18,1,0.40,3.91,3.80,15911,-15,0,242,0,0,B,1,88.6,:246 242 -12
1691313757,91,1691313757,53.44559,-2.22510,3.18,1,0.24,3.90,3.74,15911,-55,0,263,0,0,B,2,81.4,:166 263  11 **** Abandon: 251| 66|221 Steer  166    23444 
1691313762,96,1691313762,53.44558,-2.22511,3.18,1,0.14,3.95,3.74,15911,-26,0,205,0,0,B,2,91.4,:166 205  29
1691313767,101,1691313767,53.44558,-2.22512,3.18,1,0.12,3.95,3.74,15911,-26,0,163,0,0,B,0,82.9,:219 163   0 **** Abandon: 139|191|346 To B0, 219, 40m Steer  219    60000 
1691313772,106,1691313772,53.44557,-2.22512,3.18,1,0.09,4.00,3.74,15911,-26,0,174,0,0,B,0,98.6,+
1691313778,111,1691313778,53.44556,-2.22512,3.18,1,0.05,4.00,3.72,15911,-26,0,213,0,0,B,0,80.0,:219 213 -14
1691313783,116,1691313783,53.44556,-2.22512,3.18,1,0.05,4.00,3.72,15911,-24,0,239,0,0,B,0,81.4,:219 239   0
1691313788,122,1691313788,53.44557,-2.22512,3.18,1,0.05,4.00,3.72,15911,7,0,229,0,0,B,0,90.0,:219 229  24
1691313793,127,1691313793,53.44557,-2.22512,3.18,1,0.02,4.03,3.72,15911,54,0,184,0,0,B,1,82.9,:188 184  -4 **** Abandon: 228|244|194 To B0, 220, 39m Steer  188    50883 
1691313798,132,1691313798,53.44557,-2.22512,3.18,1,0.04,4.03,3.82,15911,74,0,178,0,0,B,1,82.9,:188 178  -2
1691313803,137,1691313803,53.44556,-2.22512,3.18,1,0.18,4.03,3.83,15911,59,0,187,0,0,B,1,80.0,:188 187  17
1691313808,142,1691313808,53.44556,-2.22513,3.18,1,0.07,4.03,3.80,15911,60,0,176,0,0,B,1,81.4,:188 176 -19
1691313814,148,1691313814,53.44556,-2.22513,3.18,1,0.07,4.03,3.80,15911,-3,0,193,0,0,B,1,80.0,:188 193 -17
1691313819,153,1691313819,53.44556,-2.22514,3.18,1,0.05,3.98,3.80,15911,-53,0,200,0,0,B,2,87.1,:268 200   0 **** Abandon: 150|213|  8 Steer  268    31795 
1691313824,158,1691313824,53.44556,-2.22514,3.18,1,0.06,3.95,3.80,15911,-31,0,209,0,0,B,2,91.4,:268 209 -28
1691313829,163,1691313829,53.44556,-2.22514,3.18,1,0.03,3.95,3.67,15911,30,0,193,0,0,B,2,85.7,+
1691313834,168,1691313834,53.44556,-2.22514,3.18,1,0.03,3.94,3.67,15911,39,0,212,0,0,B,2,81.4,:268 212 -25
1691313840,173,1691313840,53.44556,-2.22514,3.18,1,0.04,3.95,3.67,15911,-33,0,258,0,0,B,2,88.6,:268 258  -8
1691313845,179,1691313845,53.44556,-2.22514,3.18,1,0.07,3.95,3.67,15911,-27,0,324,0,0,B,2,92.9,:268 324  15
1691313850,184,1691313850,53.44556,-2.22514,3.18,1,0.04,3.95,3.73,15911,-47,0,285,0,0,B,0,81.4,:220 285  28 **** Abandon: 288| 88|243 To B0, 220, 37m Steer  220    60000 
1691313855,189,1691313855,53.44556,-2.22514,3.18,1,0.25,3.95,3.76,15911,-11,0,237,0,0,B,0,84.3,:220 237  21
1691313860,194,1691313860,53.44556,-2.22515,3.48,1,0.05,3.89,3.78,15911,3,0,214,0,0,B,1,82.9,:258 214   9 **** Abandon: 218|245|195 To B0, 220, 37m Steer  258    47281 
1691313865,199,1691313865,53.44556,-2.22515,3.48,1,0.01,3.97,3.68,15911,21,0,212,0,0,B,1,87.1,:258 212 -22
1691313870,204,1691313870,53.44556,-2.22515,3.48,1,0.05,3.97,3.68,15911,54,0,182,0,0,B,1,82.9,+
1691313870,210,1691313870,53.44556,-2.22515,3.48,1,0.05,3.97,3.68,15911,50,0,217,0,0,B,2,88.6,:178 217 -20 **** Abandon: 252| 78|233 Steer  178    36940 
1691313881,215,1691313881,53.44556,-2.22515,3.48,1,0.05,3.97,3.68,15911,26,0,210,0,0,B,2,84.3,:178 210  20
1691313886,220,1691313886,53.44556,-2.22515,3.48,1,0.07,3.94,3.71,15911,62,0,180,0,0,B,2,84.3,:178 180  12
1691313891,225,1691313891,53.44556,-2.22515,3.48,1,0.06,3.94,3.71,15911,56,0,169,0,0,B,2,82.9,+
